,file10000000k.raw,file1000000k.raw,file100000k.raw,file10000k.raw
0,1.0676791667938232,0.1097102165222168,0.015041828155517578,0.013703107833862305
1,1.066986083984375,0.10834026336669922,0.01586318016052246,0.009777545928955078
2,1.0799589157104492,0.10841536521911621,0.015649795532226562,0.008805513381958008
3,1.0621750354766846,0.10853433609008789,0.015682458877563477,0.008814334869384766
4,1.0759871006011963,0.11880350112915039,0.015876293182373047,0.006716251373291016
5,1.110658884048462,0.10854959487915039,0.015609502792358398,0.0067675113677978516
6,1.1039369106292725,0.1085500717163086,0.015565156936645508,0.006734609603881836
7,1.0949969291687012,0.10932374000549316,0.015619993209838867,0.006651639938354492
8,1.0805273056030273,0.10889911651611328,0.015773534774780273,0.006726264953613281
9,1.1074624061584473,0.10903334617614746,0.01476287841796875,0.006740093231201172
10,1.101513147354126,0.11440014839172363,0.015055179595947266,0.006632804870605469
11,1.0687952041625977,0.10855722427368164,0.016204357147216797,0.0066509246826171875
12,1.080909013748169,0.10932469367980957,0.016202688217163086,0.007242441177368164
13,1.0699918270111084,0.10877609252929688,0.015499591827392578,0.00675511360168457
14,1.073857307434082,0.12145042419433594,0.014963388442993164,0.006661176681518555
15,1.0724644660949707,0.10887670516967773,0.0165712833404541,0.006739377975463867
16,1.0672409534454346,0.10843658447265625,0.01636028289794922,0.006724357604980469
17,1.0982420444488525,0.10927677154541016,0.016223907470703125,0.009810209274291992
18,1.11244797706604,0.11445403099060059,0.014880180358886719,0.009830474853515625
19,1.0721538066864014,0.10911989212036133,0.016609907150268555,0.009333372116088867
20,1.0697567462921143,0.1091458797454834,0.016204118728637695,0.0066983699798583984
21,1.1071574687957764,0.10914301872253418,0.014959573745727539,0.006744861602783203
22,1.0831925868988037,0.1159064769744873,0.014947652816772461,0.006802082061767578
23,1.1065638065338135,0.11338686943054199,0.014940500259399414,0.006741046905517578
24,1.0986757278442383,0.10782885551452637,0.015114307403564453,0.00673675537109375
25,1.0972864627838135,0.10788154602050781,0.015000104904174805,0.006707906723022461
