,301,201,101,1
0,0.08925104099944292,0.011473488999399706,0.0008761979997871094,0.00022213499960344052
1,0.08851619800043409,0.011308801999803109,0.0009016669991979143,0.0002116149998983019
2,0.08964953100075945,0.01104250000025786,0.0008870830006344477,0.00020671899983426556
3,0.09744286500063026,0.0083936460005134,0.0008935409996411181,0.00023859399971115636
4,0.0930450000005294,0.008389427000111027,0.0008882290003384696,0.00020583299919962883
5,0.09128317700015032,0.008495885999764141,0.0008915620001062052,0.0002170309999200981
6,0.10642156300036731,0.01007989599929715,0.0008815110004434246,0.0002697910003917059
7,0.10444437499972992,0.008431770999777655,0.0008770829999775742,0.0002813020000758115
8,0.08859187500002008,0.008489427000313299,0.0008848959996612393,0.0002825520004989812
9,0.08872380200045882,0.008470052000120631,0.000901092999811226,0.0002732289995037718
10,0.10290880200045649,0.008376302000215219,0.0008936459998949431,0.0003329170003780746
11,0.0897265100002187,0.008353385999726015,0.0008999479996418813,0.00027666699952533236
12,0.10252531199967052,0.008353125000212458,0.0009077599997908692,0.00027218700051889755
13,0.08899057300004642,0.008355468999980076,0.0009099999997488339,0.0002700000004551839
14,0.08877317699989362,0.008232342999690445,0.0009492190001765266,0.000278958999842871
15,0.09254510400023719,0.011151145999974688,0.0011007290004272363,0.0002753120006673271
16,0.09386161399925186,0.011160052000377618,0.0011073440000473056,0.0002744800003711134
17,0.09027161499943759,0.010309113999937836,0.000780364000092959,0.0002689060002012411
18,0.10650692700073705,0.00834609300000011,0.0007907809995231219,0.0002751560004981002
19,0.08990203100074723,0.008344218999809527,0.0007793229997332674,0.0002736979995461297
20,0.08962796899959358,0.008569843999794102,0.0007996349995664787,0.0002749479999692994
21,0.0900171359999149,0.00843921900013811,0.0007942190004541771,0.00028166700030851644
22,0.08962437499940279,0.01134098999955313,0.0008051559998420998,0.0002764060000117752
23,0.08957583400024305,0.00852156200016907,0.000796407000052568,0.00028197899973747553
24,0.10428854200017668,0.00828807199923176,0.000765104000493011,0.0002583860004961025
25,0.08885041700068541,0.008487761000651517,0.0007626039996466716,0.00026213500041194493
26,0.08983197999987169,0.011053177000576397,0.0007845309992262628,0.0002597920001790044
27,0.09998125000038272,0.010210104000179854,0.0007888030004323809,0.00026525999965087976
28,0.0972176559998843,0.010280364000209374,0.0007913539993751328,0.00025697899945953395
29,0.08987557300042681,0.008535312000276463,0.0007879170007072389,0.0002763539996522013
30,0.09005171900025744,0.008322448000399163,0.0008138020002661506,0.00027546900037123123
31,0.08987229200010916,0.008366146000298613,0.0007544270001744735,0.000283646000752924
32,0.08949260399913328,0.008467446999929962,0.0007905729999038158,0.0003356770002937992
33,0.08980854199944588,0.008273750000626023,0.0008024480002859491,0.00028604199997062096
34,0.08849468700009311,0.008300208000036946,0.0008622389996162383,0.00027848999980051303
35,0.08951526100008778,0.008302291999825684,0.0011154690000694245,0.0002807810005833744
36,0.08881046900023648,0.008398021000175504,0.001089583000066341,0.0002754159995674854
37,0.08950515699962125,0.010284062999744492,0.0010928649999186746,0.00028442699931474635
38,0.10697442699984094,0.008361717999832763,0.0007895310000094469,0.0002579689999038237
39,0.08974859299996751,0.008358541999768931,0.0007897909999883268,0.0002618749995235703
40,0.08939932300017972,0.008359999999811407,0.0007915629994386109,0.00025645799996709684
41,0.0894250519995694,0.01119687500067812,0.0008206250004150206,0.0002578130006440915
42,0.08869432299979962,0.00835083299989492,0.0008366149995708838,0.0002600520001578843
43,0.10291666699959023,0.008581092999520479,0.0008036459994400502,0.00021567699968727538
